processName,app,userName
Establish a centralized communication and collaboration hub,cisco,kazuha
Build a comprehensive data analytics and visualization platform,tableau,freminet
Revitalize and modernize a legacy software system,gitlab,emilie
Build a comprehensive data analytics and visualization platform,power bi,freminet
Integrate various software tools into a unified ecosystem,github,clorinde
Implement advanced cybersecurity measures across all products,github,freminet
Establish a centralized communication and collaboration hub,openclassroom,jean
Build a comprehensive data analytics and visualization platform,power bi,jean
"Create a secure, scalable cloud infrastructure",gitlab,kazuha
Integrate various software tools into a unified ecosystem,gitlab,freminet
Create a real-time monitoring and feedback system for product performance,tableau,miko
Create a real-time monitoring and feedback system for product performance,power bi,emilie
Build a comprehensive data analytics and visualization platform,power bi,freminet
Build a comprehensive data analytics and visualization platform,tableau,freminet
Revitalize and modernize a legacy software system,gitlab,clorinde
Launch a comprehensive training and development platform for employees,openclassroom,clorinde
"Create a secure, scalable cloud infrastructure",gitlab,jean
Launch a comprehensive training and development platform for employees,openclassroom,miko
Build a comprehensive data analytics and visualization platform,power bi,freminet
Implement advanced cybersecurity measures across all products,github,miko
Establish a centralized communication and collaboration hub,openclassroom,miko
Launch a comprehensive training and development platform for employees,openclassroom,kazuha
Build a comprehensive data analytics and visualization platform,tableau,miko
Implement advanced cybersecurity measures across all products,github,emilie
Revitalize and modernize a legacy software system,github,jean
Implement advanced cybersecurity measures across all products,gitlab,emilie
Develop a new product line that explores innovative technologies,gitlab,freminet
Integrate various software tools into a unified ecosystem,gitlab,jean
Launch a comprehensive training and development platform for employees,openclassroom,jean
Develop a next-generation user interface for an existing application,github,jean
Build a comprehensive data analytics and visualization platform,power bi,clorinde
Build a comprehensive data analytics and visualization platform,power bi,kazuha
Implement advanced cybersecurity measures across all products,gitlab,jean
Establish a centralized communication and collaboration hub,openclassroom,clorinde
Revitalize and modernize a legacy software system,github,emilie
Create a real-time monitoring and feedback system for product performance,tableau,freminet
"Create a secure, scalable cloud infrastructure",gitlab,freminet
Launch a comprehensive training and development platform for employees,openclassroom,emilie
Launch a comprehensive training and development platform for employees,openclassroom,emilie
Implement advanced cybersecurity measures across all products,github,emilie
Create a real-time monitoring and feedback system for product performance,power bi,miko
Implement advanced cybersecurity measures across all products,gitlab,kazuha
